codigo,codigo_dpto,codigo_mun,dpto,mun,metota,mesesc,pmesesc,meserr,centota,carg,cargElectos,cargEmpatados,cargtota,votant,pvotant,absten,pabsten,votnul,pvotnul,votnma,pvotnma,FEDERICO_GUTIÉRREZ_vot,FEDERICO_GUTIÉRREZ_pvot,RODOLFO_HERNÁNDEZ_vot,RODOLFO_HERNÁNDEZ_pvot,GUSTAVO_PETRO_vot,GUSTAVO_PETRO_pvot,SERGIO_FAJARDO_vot,SERGIO_FAJARDO_pvot,JOHN MILTON_RODRÍGUEZ_vot,JOHN MILTON_RODRÍGUEZ_pvot,ENRIQUE_GÓMEZ MARTÍNEZ_vot,ENRIQUE_GÓMEZ MARTÍNEZ_pvot,LUIS_PÉREZ_vot,LUIS_PÉREZ_pvot,INGRID_BETANCOURT_vot,INGRID_BETANCOURT_pvot,cod2,dane
5200058,14,8,META,SAN JUAN DE ARAMA,19,19,100,0,6274,0,0,0,0,3193,50.89,3081,49.10,39,1.22,3,0.09,437,13.86,1652,52.42,931,29.54,47,1.49,38,1.20,3,0.09,0,0,2,0.06,52058,50683
2800190,12,9,SUCRE,SAN JUAN DE BETULIA (BETULIA),36,36,100,0,11967,0,0,0,0,6884,57.52,5083,42.47,40,0.58,8,0.11,1957,28.62,530,7.75,4098,59.94,64,0.93,112,1.63,11,0.16,4,0.05,0,0,28190,70702
1500232,15,9,CUNDINAMARCA,SAN JUAN DE RIOSECO,25,25,100,0,9252,0,0,0,0,5077,54.87,4175,45.12,42,0.82,7,0.13,995,19.78,2655,52.80,1152,22.91,100,1.98,56,1.11,8,0.15,1,0.01,0,0,15232,25662
0100231,19,14,ANTIOQUIA,SAN JUAN DE URABA,55,55,100,0,19618,0,0,0,0,7220,36.8,12398,63.19,38,0.52,23,0.31,2636,36.82,1376,19.22,2676,37.37,248,3.46,95,1.32,23,0.32,3,0.04,4,0.05,01231,5659
4800013,19,14,LA GUAJIRA,SAN JUAN DEL CESAR,104,104,100,0,34859,0,0,0,0,16635,47.72,18224,52.27,144,0.86,18,0.10,5412,32.85,4092,24.84,6398,38.83,249,1.51,78,0.47,36,0.21,1,0.01,5,0.03,48013,44650
0500079,12,10,BOLIVAR,SAN JUAN NEPOMUCENO,87,87,100,0,32383,0,0,0,0,13214,40.8,19169,59.19,107,0.80,32,0.24,5001,38.24,2718,20.78,4789,36.62,255,1.95,63,0.48,34,0.26,2,0.01,3,0.02,05079,13657
5200059,12,5,META,SAN JUANITO,6,6,100,0,1369,0,0,0,0,810,59.16,559,40.83,2,0.24,2,0.24,105,13.02,581,72.08,85,10.54,10,1.24,0,0,0,0,1,0.12,2,0.24,52059,50686
2300121,11,9,NARIÑO,SAN LORENZO,37,37,100,0,13297,0,0,0,0,7460,56.1,5837,43.89,175,2.34,37,0.49,1383,19.08,872,12.03,4562,62.94,162,2.23,38,0.52,62,0.85,3,0.04,7,0.09,23121,52687
0100232,18,13,ANTIOQUIA,SAN LUIS,34,34,100,0,11766,0,0,0,0,6167,52.41,5599,47.58,37,0.59,23,0.37,1954,31.99,2985,48.87,823,13.47,189,3.09,27,0.44,39,0.63,4,0.06,2,0.03,01232,5660
2900109,22,14,TOLIMA,SAN LUIS,36,36,100,0,11920,0,0,0,0,6931,58.14,4989,41.85,75,1.08,15,0.21,1945,28.43,3419,49.97,1167,17.05,148,2.16,35,0.51,41,0.59,5,0.07,5,0.07,29109,73678
0700241,14,9,BOYACA,SAN LUIS DE GACENO,14,14,100,0,4188,0,0,0,0,2419,57.76,1769,42.23,17,0.70,2,0.08,240,10.00,1812,75.50,261,10.87,41,1.70,10,0.41,2,0.08,1,0.04,1,0.04,07241,15667
4600830,11,7,CASANARE,SAN LUIS DE PALENQUE,21,21,100,0,6329,0,0,0,0,3773,59.61,2556,40.38,26,0.68,12,0.31,447,11.96,2697,72.20,468,12.53,50,1.33,28,0.74,10,0.26,0,0,1,0.02,46830,85325
2800200,15,14,SUCRE,SAN MARCOS,131,131,100,0,46930,0,0,0,0,20089,42.8,26841,57.19,160,0.79,56,0.27,5418,27.26,3647,18.35,9758,49.10,369,1.85,325,1.63,94,0.47,2,0.01,13,0.06,28200,70708
1200875,16,12,CESAR,SAN MARTIN,51,51,100,0,18127,0,0,0,0,11489,63.38,6638,36.61,188,1.63,32,0.27,806,7.15,6982,61.95,3041,26.98,100,0.88,219,1.94,19,0.16,2,0.01,3,0.02,12875,20770
0500082,18,12,BOLIVAR,SAN MARTIN DE LOBA,34,34,100,0,12348,0,0,0,0,4449,36.03,7899,63.96,19,0.42,14,0.31,1373,31.09,754,17.07,2036,46.10,105,2.37,83,1.87,15,0.33,3,0.06,5,0.11,05082,13667
5200060,17,12,META,SAN MARTIN DE LOS LLANOS,53,53,100,0,18866,0,0,0,0,11654,61.77,7212,38.22,139,1.19,12,0.10,1523,13.24,7324,63.67,2068,17.97,177,1.53,205,1.78,22,0.19,2,0.01,8,0.06,52060,50689
0700247,12,6,BOYACA,SAN MATEO,10,10,100,0,3581,0,0,0,0,1899,53.02,1682,46.97,9,0.47,3,0.15,524,27.76,1141,60.46,157,8.32,38,2.01,5,0.26,2,0.10,1,0.05,2,0.10,07247,15673
2700190,12,7,SANTANDER,SAN MIGUEL,10,10,100,0,2197,0,0,0,0,1295,58.94,902,41.05,7,0.54,6,0.46,173,13.49,899,70.12,186,14.50,6,0.46,4,0.31,1,0.07,3,0.23,0,0,27190,68686
0700248,15,4,BOYACA,SAN MIGUEL DE SEMA,7,7,100,0,2732,0,0,0,0,1604,58.71,1128,41.28,15,0.93,5,0.31,190,11.99,1091,68.87,203,12.81,40,2.52,0,0,9,0.56,26,1.64,3,0.18,07248,15676
6400018,12,7,PUTUMAYO,SAN MIGUEL (LA DORADA),36,36,100,0,13817,0,0,0,0,5816,42.09,8001,57.90,74,1.27,23,0.39,274,4.79,401,7.01,4808,84.07,64,1.11,34,0.59,14,0.24,3,0.05,7,0.12,64018,86757
2800220,16,15,SUCRE,SAN ONOFRE,139,139,100,0,45949,0,0,0,0,17770,38.67,28179,61.32,168,0.94,68,0.38,5929,33.81,964,5.49,9795,55.86,346,1.97,135,0.76,78,0.44,12,0.06,27,0.15,28220,70713
0500084,25,13,BOLIVAR,SAN PABLO,56,56,100,0,20096,0,0,0,0,9132,45.44,10964,54.55,87,0.95,20,0.21,839,9.29,4522,50.10,3306,36.63,74,0.81,164,1.81,24,0.26,10,0.11,7,0.07,05084,13670
2300124,21,13,NARIÑO,SAN PABLO,36,36,100,0,11763,0,0,0,0,6769,57.54,4994,42.45,67,0.98,14,0.20,486,7.26,303,4.53,5713,85.42,61,0.91,46,0.68,4,0.05,0,0,1,0.01,23124,52693
0700249,15,9,BOYACA,SAN PABLO DE BORBUR,17,17,100,0,5751,0,0,0,0,3018,52.47,2733,47.52,31,1.02,8,0.26,331,11.11,2222,74.58,322,10.80,36,1.20,35,1.17,9,0.30,1,0.03,1,0.03,07249,15681
0100235,16,11,ANTIOQUIA,SAN PEDRO,63,63,100,0,22243,0,0,0,0,12772,57.42,9471,42.57,202,1.58,24,0.18,5516,43.96,4460,35.54,1635,13.03,532,4.24,81,0.64,29,0.23,12,0.09,10,0.07,01235,5664
2800240,12,8,SUCRE,SAN PEDRO,45,45,100,0,16966,0,0,0,0,8870,52.28,8096,47.71,52,0.58,9,0.10,2731,31.00,1035,11.74,4698,53.33,113,1.28,96,1.08,17,0.19,2,0.02,5,0.05,28240,70717
3100094,20,12,VALLE,SAN PEDRO,47,47,100,0,15058,0,0,0,0,8026,53.3,7032,46.69,154,1.91,10,0.12,2129,27.07,1782,22.66,3596,45.73,161,2.04,39,0.49,5,0.06,3,0.03,6,0.07,31094,76670
2300123,11,8,NARIÑO,SAN PEDRO DE CARTAGO,16,16,100,0,5704,0,0,0,0,2938,51.5,2766,48.49,43,1.46,15,0.51,488,16.94,945,32.81,1286,44.65,64,2.22,17,0.59,4,0.13,1,0.03,2,0.06,23123,52694
0100237,22,16,ANTIOQUIA,SAN PEDRO DE URABA,75,75,100,0,27995,0,0,0,0,8308,29.67,19687,70.32,70,0.84,23,0.27,2873,34.97,2531,30.80,2040,24.83,381,4.63,177,2.15,31,0.37,5,0.06,3,0.03,01237,5665
1300055,16,14,CORDOBA,SAN PELAYO,101,101,100,0,37523,0,0,0,0,17145,45.69,20378,54.30,83,0.48,18,0.10,4893,28.70,2245,13.17,9314,54.64,217,1.27,129,0.75,28,0.16,4,0.02,2,0.01,13055,23686
0100238,10,6,ANTIOQUIA,SAN RAFAEL,35,35,100,0,13158,0,0,0,0,6642,50.47,6516,49.52,91,1.37,26,0.39,3192,48.91,1751,26.83,1141,17.48,262,4.01,34,0.52,24,0.36,6,0.09,4,0.06,01238,5667
0100241,25,12,ANTIOQUIA,SAN ROQUE,44,44,100,0,15843,0,0,0,0,7333,46.28,8510,53.71,89,1.21,30,0.40,3800,52.67,2204,30.55,766,10.61,220,3.04,88,1.21,4,0.05,5,0.06,6,0.08,01241,5670
1100073,20,10,CAUCA,SAN SEBASTIAN,22,22,100,0,7119,0,0,0,0,3120,43.82,3999,56.17,30,0.96,20,0.64,496,16.15,164,5.34,2303,75.01,39,1.27,12,0.39,7,0.22,1,0.03,3,0.09,11073,19693
2100070,14,12,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,53,53,100,0,17674,0,0,0,0,7988,45.19,9686,54.80,26,0.32,17,0.21,3459,43.53,1027,12.92,3206,40.35,102,1.28,76,0.95,8,0.10,2,0.02,5,0.06,21070,47692
0100244,22,17,ANTIOQUIA,SAN VICENTE,49,49,100,0,16938,0,0,0,0,10402,61.41,6536,38.58,155,1.49,44,0.42,5487,53.77,2513,24.63,1270,12.44,654,6.40,38,0.37,68,0.66,8,0.07,11,0.10,01244,5674
2700193,16,13,SANTANDER,SAN VICENTE DE CHUCURI,71,71,100,0,24561,0,0,0,0,14232,57.94,10329,42.05,95,0.66,15,0.10,1256,8.89,10639,75.33,1862,13.18,84,0.59,141,0.99,14,0.09,0,0,2,0.01,27193,68689
4400010,17,15,CAQUETA,SAN VICENTE DEL CAGUAN,108,108,100,0,37699,0,0,0,0,16153,42.84,21546,57.15,235,1.45,54,0.33,1416,8.92,7828,49.34,5738,36.16,194,1.22,258,1.62,47,0.29,5,0.03,22,0.13,44010,18753
2100073,18,12,MAGDALENA,SAN ZENON,29,29,100,0,8955,0,0,0,0,4477,49.99,4478,50.00,19,0.42,6,0.13,2183,49.03,469,10.53,1626,36.52,70,1.57,66,1.48,6,0.13,2,0.04,2,0.04,21073,47703
2300118,21,14,NARIÑO,SANDONA,48,48,100,0,16921,0,0,0,0,9229,54.54,7692,45.45,130,1.40,23,0.24,1371,15.10,1027,11.31,6187,68.16,237,2.61,46,0.50,9,0.09,2,0.02,7,0.07,23118,52683
2100076,18,7,MAGDALENA,SANTA ANA,47,47,100,0,16860,0,0,0,0,7497,44.46,9363,55.53,26,0.34,7,0.09,3919,52.50,1238,16.58,1972,26.42,104,1.39,148,1.98,11,0.14,1,0.01,2,0.02,21076,47707
0100247,14,11,ANTIOQUIA,SANTA BARBARA,60,60,100,0,22556,0,0,0,0,10844,48.07,11712,51.92,206,1.89,29,0.26,5296,49.91,2337,22.02,2075,19.55,525,4.94,99,0.93,42,0.39,6,0.05,4,0.03,01247,5679
2700195,15,5,SANTANDER,SANTA BARBARA,7,7,100,0,2247,0,0,0,0,1485,66.08,762,33.91,8,0.53,5,0.33,129,8.76,1203,81.72,116,7.88,5,0.33,10,0.67,1,0.06,0,0,0,0,27195,68705
2100078,15,6,MAGDALENA,SANTA BARBARA DE PINTO,26,26,100,0,8930,0,0,0,0,4020,45.01,4910,54.98,25,0.62,7,0.17,1490,37.36,256,6.41,2162,54.21,30,0.75,14,0.35,2,0.05,1,0.02,1,0.02,21078,47720
2300125,25,10,NARIÑO,SANTA BARBARA (ISCUANDE),25,25,100,0,7484,0,0,0,0,2090,27.92,5394,72.07,34,1.62,7,0.33,137,6.68,114,5.56,1687,82.33,30,1.46,28,1.36,20,0.97,1,0.04,4,0.19,23125,52696
0500091,22,9,BOLIVAR,SANTA CATALINA,38,38,100,0,13665,0,0,0,0,5100,37.32,8565,62.67,36,0.70,12,0.23,1476,29.21,415,8.21,2941,58.21,84,1.66,35,0.69,1,0.01,3,0.05,1,0.01,05091,13673
2700194,13,5,SANTANDER,SANTA HELENA DEL OPON,11,11,100,0,3374,0,0,0,0,1909,56.57,1465,43.42,7,0.36,4,0.20,82,4.32,1649,86.88,144,7.58,4,0.21,2,0.10,1,0.05,0,0,0,0,27194,68720
2900112,13,9,TOLIMA,SANTA ISABEL,18,18,100,0,5730,0,0,0,0,2449,42.73,3281,57.26,17,0.69,14,0.57,565,23.36,1365,56.45,418,17.28,30,1.24,10,0.41,5,0.20,0,0,0,0,29112,73686
0300047,10,8,ATLANTICO,SANTA LUCIA,32,32,100,0,12548,0,0,0,0,5660,45.1,6888,54.89,28,0.49,5,0.08,3723,66.16,231,4.10,1434,25.48,107,1.90,31,0.55,43,0.76,0,0,3,0.05,03047,8675
0700251,15,6,BOYACA,SANTA MARIA,10,10,100,0,3277,0,0,0,0,1765,53.86,1512,46.13,28,1.58,7,0.39,141,8.15,997,57.63,475,27.45,54,3.12,4,0.23,12,0.69,2,0.11,3,0.17,07251,15690
1900074,16,9,HUILA,SANTA MARIA,23,23,100,0,8561,0,0,0,0,5086,59.4,3475,40.59,35,0.68,5,0.09,862,17.08,3151,62.44,856,16.96,93,1.84,23,0.45,9,0.17,1,0.01,2,0.03,19074,41676
2100001,18,15,MAGDALENA,SANTA MARTA,967,967,100,0,377262,0,0,0,0,193659,51.33,183603,48.66,1761,0.90,225,0.11,43591,22.74,36985,19.29,98550,51.41,5107,2.66,3442,1.79,372,0.19,76,0.03,126,0.06,21001,47001
0500094,17,10,BOLIVAR,SANTA ROSA,41,41,100,0,16051,0,0,0,0,6184,38.52,9867,61.47,71,1.14,11,0.17,1399,22.92,631,10.34,3758,61.58,127,2.08,59,0.96,11,0.18,4,0.06,3,0.04,05094,13683
1100079,12,10,CAUCA,SANTA ROSA,16,16,100,0,3977,0,0,0,0,1933,48.6,2044,51.39,10,0.51,1,0.05,224,11.65,257,13.37,1369,71.22,24,1.24,6,0.31,1,0.05,2,0.10,0,0,11079,19701
2400086,18,16,RISARALDA,SANTA ROSA DE CABAL,159,159,100,0,65969,0,0,0,0,38477,58.32,27492,41.67,830,2.15,84,0.21,9215,24.53,13565,36.11,11651,31.01,1741,4.63,386,1.02,106,0.28,30,0.07,48,0.12,24086,66682
0100250,14,9,ANTIOQUIA,SANTA ROSA DE OSOS,77,77,100,0,28130,0,0,0,0,15690,55.77,12440,44.22,356,2.26,83,0.52,6757,44.30,4837,31.71,2044,13.40,964,6.32,75,0.49,58,0.38,32,0.20,10,0.06,01250,5686
0700253,15,9,BOYACA,SANTA ROSA DE VITERBO,24,24,100,0,8671,0,0,0,0,5970,68.85,2701,31.14,56,0.93,9,0.15,787,13.32,3230,54.69,1553,26.29,208,3.52,31,0.52,24,0.40,0,0,8,0.13,07253,15693
0500095,16,12,BOLIVAR,SANTA ROSA DEL SUR,71,71,100,0,24522,0,0,0,0,13397,54.63,11125,45.36,92,0.68,14,0.10,602,4.52,10327,77.69,1992,14.98,82,0.61,133,1.00,25,0.18,2,0.01,7,0.05,05095,13688
7200002,21,7,VICHADA,SANTA ROSALIA,11,11,100,0,3247,0,0,0,0,1435,44.19,1812,55.80,3,0.20,2,0.13,346,24.19,832,58.18,195,13.63,21,1.46,13,0.90,6,0.41,1,0.06,1,0.06,72002,99624
0700256,15,6,BOYACA,SANTA SOFIA,8,8,100,0,3073,0,0,0,0,1874,60.98,1199,39.01,15,0.80,2,0.10,235,12.65,1306,70.32,230,12.38,57,3.06,11,0.59,2,0.10,0,0,0,0,07256,15696
2300127,18,12,NARIÑO,SANTACRUZ (GUACHAVES),23,23,100,0,7327,0,0,0,0,3998,54.56,3329,45.43,24,0.60,9,0.22,200,5.04,201,5.06,3442,86.80,31,0.78,16,0.40,14,0.35,4,0.10,3,0.07,23127,52699
0700250,17,8,BOYACA,SANTANA,19,19,100,0,7119,0,0,0,0,4004,56.24,3115,43.75,18,0.44,7,0.17,448,11.25,2672,67.15,711,17.86,42,1.05,71,1.78,9,0.22,1,0.02,2,0.05,07250,15686
1100076,25,19,CAUCA,SANTANDER DE QUILICHAO,202,202,100,0,82066,0,0,0,0,47725,58.15,34341,41.84,1430,2.99,131,0.27,6387,13.83,5750,12.45,29564,64.04,1280,2.77,1864,4.03,114,0.24,43,0.09,74,0.16,11076,19698
2500082,20,7,NORTE DE SAN,SANTIAGO,14,14,100,0,4925,0,0,0,0,1919,38.96,3006,61.03,8,0.41,4,0.20,810,42.47,845,44.31,200,10.48,36,1.88,3,0.15,1,0.05,0,0,0,0,25082,54680
6400016,11,7,PUTUMAYO,SANTIAGO,17,17,100,0,6446,0,0,0,0,3039,47.14,3407,52.85,30,0.98,2,0.06,415,13.80,260,8.64,2211,73.52,47,1.56,4,0.13,7,0.23,1,0.03,2,0.06,64016,86760
0100253,11,8,ANTIOQUIA,SANTO DOMINGO,30,30,100,0,9543,0,0,0,0,4813,50.43,4730,49.56,82,1.70,31,0.64,2771,58.95,1014,21.57,605,12.87,199,4.23,16,0.34,9,0.19,3,0.06,5,0.10,01253,5690
0300049,11,10,ATLANTICO,SANTO TOMAS,72,72,100,0,27156,0,0,0,0,12519,46.1,14637,53.89,72,0.57,19,0.15,2548,20.50,1211,9.74,8082,65.03,254,2.04,78,0.62,31,0.24,3,0.02,9,0.07,03049,8685
0100256,16,11,ANTIOQUIA,SANTUARIO,76,76,100,0,28676,0,0,0,0,19336,67.42,9340,32.57,169,0.87,26,0.13,12611,65.88,3181,16.61,1941,10.14,813,4.24,132,0.68,185,0.96,6,0.03,13,0.06,01256,5697
2400094,13,11,RISARALDA,SANTUARIO,35,35,100,0,12170,0,0,0,0,5738,47.14,6432,52.85,126,2.19,30,0.52,1593,28.53,2451,43.90,1037,18.57,185,3.31,106,1.89,23,0.41,74,1.32,10,0.17,24094,66687
2300130,14,6,NARIÑO,SAPUYES,16,16,100,0,5709,0,0,0,0,2979,52.18,2730,47.81,36,1.20,9,0.30,553,18.84,307,10.46,1909,65.06,98,3.34,4,0.13,3,0.10,0,0,1,0.03,23130,52720
4000025,11,10,ARAUCA,SARAVENA,104,104,100,0,38667,0,0,0,0,19293,49.89,19374,50.10,269,1.39,44,0.22,1352,7.12,11436,60.25,5310,27.97,246,1.29,227,1.19,43,0.22,6,0.03,25,0.13,40025,81736
2500085,20,18,NORTE DE SAN,SARDINATA,66,66,100,0,20115,0,0,0,0,9352,46.49,10763,53.50,74,0.79,25,0.26,2932,31.68,5323,57.52,730,7.88,132,1.42,25,0.27,22,0.23,2,0.02,6,0.06,25085,54720
1500235,16,10,CUNDINAMARCA,SASAIMA,25,25,100,0,9298,0,0,0,0,5714,61.45,3584,38.54,46,0.80,6,0.10,1072,18.93,3218,56.83,1074,18.96,161,2.84,48,0.84,15,0.26,0,0,1,0.01,15235,25718
0700259,17,7,BOYACA,SATIVANORTE,8,8,100,0,2488,0,0,0,0,1326,53.29,1162,46.70,7,0.52,1,0.07,183,13.88,927,70.33,177,13.42,26,1.97,0,0,0,0,0,0,0,0,07259,15720
0700262,14,4,BOYACA,SATIVASUR,4,4,100,0,1232,0,0,0,0,605,49.1,627,50.89,14,2.31,1,0.16,108,18.30,317,53.72,134,22.71,18,3.05,0,0,0,0,0,0,1,0.16,07262,15723
0100259,22,10,ANTIOQUIA,SEGOVIA,77,77,100,0,29376,0,0,0,0,9845,33.51,19531,66.48,183,1.85,24,0.24,1391,14.43,2882,29.90,4471,46.38,262,2.71,157,1.62,29,0.30,13,0.13,13,0.13,01259,5736
1500238,12,7,CUNDINAMARCA,SESQUILE,24,24,100,0,9167,0,0,0,0,6586,71.84,2581,28.15,138,2.09,10,0.15,526,8.17,3492,54.24,1971,30.61,219,3.40,87,1.35,11,0.17,3,0.04,9,0.13,15238,25736
3100097,19,13,VALLE,SEVILLA,105,105,100,0,37679,0,0,0,0,18458,48.98,19221,51.01,540,2.92,67,0.36,5279,29.57,4409,24.69,6558,36.73,840,4.70,166,0.92,108,0.60,8,0.04,21,0.11,31097,76736
0700265,18,10,BOYACA,SIACHOQUE,17,17,100,0,6329,0,0,0,0,3921,61.95,2408,38.04,44,1.12,13,0.33,219,5.66,2646,68.47,811,20.98,120,3.10,14,0.36,14,0.36,3,0.07,0,0,07265,15740
1500239,14,10,CUNDINAMARCA,SIBATE,71,71,100,0,27042,0,0,0,0,17511,64.75,9531,35.24,354,2.02,15,0.08,2114,12.33,6517,38.01,7315,42.67,617,3.59,163,0.95,41,0.23,7,0.04,16,0.09,15239,25740
6400019,16,12,PUTUMAYO,SIBUNDOY,28,28,100,0,10991,0,0,0,0,6437,58.56,4554,41.43,65,1.00,14,0.21,1075,16.90,558,8.77,4447,69.94,129,2.02,12,0.18,13,0.20,4,0.06,5,0.07,64019,86749
2500088,16,7,NORTE DE SAN,SILOS,15,15,100,0,4584,0,0,0,0,2930,63.91,1654,36.08,13,0.44,5,0.17,165,5.66,2582,88.66,80,2.74,16,0.54,43,1.47,5,0.17,0,0,2,0.06,25088,54743
1500241,16,11,CUNDINAMARCA,SILVANIA,49,49,100,0,18925,0,0,0,0,11644,61.52,7281,38.47,121,1.03,9,0.07,2078,18.04,5887,51.12,2958,25.69,351,3.04,87,0.75,17,0.14,4,0.03,7,0.06,15241,25743
1100082,25,17,CAUCA,SILVIA,69,69,100,0,23694,0,0,0,0,13665,57.67,10029,42.32,223,1.63,49,0.35,991,7.39,934,6.97,10638,79.42,238,1.77,280,2.09,35,0.26,11,0.08,15,0.11,11082,19743
2700196,14,9,SANTANDER,SIMACOTA,18,18,100,0,6177,0,0,0,0,3880,62.81,2297,37.18,59,1.52,2,0.05,325,8.51,2910,76.19,506,13.24,26,0.68,11,0.28,6,0.15,14,0.36,2,0.05,27196,68745
1500244,15,11,CUNDINAMARCA,SIMIJACA,26,26,100,0,9751,0,0,0,0,6368,65.3,3383,34.69,66,1.03,6,0.09,592,9.40,4038,64.13,1403,22.28,124,1.96,42,0.66,13,0.20,3,0.04,1,0.01,15244,25745
0500097,28,11,BOLIVAR,SIMITI,40,40,100,0,13212,0,0,0,0,6359,48.13,6853,51.86,29,0.45,11,0.17,904,14.30,3451,54.61,1580,25.00,71,1.12,237,3.75,11,0.17,3,0.04,4,0.06,05097,13744
2800260,17,11,SUCRE,SINCE,77,77,100,0,27374,0,0,0,0,13858,50.62,13516,49.37,140,1.01,31,0.22,4979,36.37,1408,10.28,6436,47.02,221,1.61,351,2.56,27,0.19,2,0.01,8,0.05,28260,70742
2800001,19,16,SUCRE,SINCELEJO,551,551,100,0,214170,0,0,0,0,116728,54.5,97442,45.49,1092,0.93,139,0.11,28974,25.08,12898,11.16,66064,57.19,2011,1.74,3778,3.27,160,0.13,25,0.02,55,0.04,28001,70001
1700040,13,6,CHOCO,SIPI,11,11,100,0,2896,0,0,0,0,961,33.18,1935,66.81,19,1.97,1,0.10,66,7.01,51,5.41,775,82.35,23,2.44,11,1.16,6,0.63,1,0.10,1,0.10,17040,27745
2100079,16,12,MAGDALENA,SITIONUEVO,56,56,100,0,20993,0,0,0,0,7006,33.37,13987,66.62,89,1.27,24,0.34,2040,29.59,736,10.67,3788,54.95,155,2.24,31,0.44,46,0.66,3,0.04,6,0.08,21079,47745
1500247,19,17,CUNDINAMARCA,SOACHA,777,777,100,0,300287,0,0,0,0,202734,67.51,97553,32.48,3555,1.75,158,0.07,22232,11.17,50730,25.48,109937,55.23,7560,3.79,3672,1.84,464,0.23,202,0.10,223,0.11,15247,25754
0700268,15,8,BOYACA,SOATA,20,20,100,0,7599,0,0,0,0,4687,61.67,2912,38.32,39,0.83,7,0.14,934,20.12,2420,52.14,1034,22.27,148,3.18,27,0.58,15,0.32,1,0.02,4,0.08,07268,15753
0700274,13,8,BOYACA,SOCHA,18,18,100,0,6522,0,0,0,0,3346,51.3,3176,48.69,65,1.94,9,0.26,282,8.61,1775,54.24,984,30.07,141,4.30,13,0.39,13,0.39,1,0.03,3,0.09,07274,15757
2700199,17,13,SANTANDER,SOCORRO,65,65,100,0,24778,0,0,0,0,16663,67.24,8115,32.75,61,0.36,12,0.07,1816,10.94,12013,72.41,2383,14.36,191,1.15,92,0.55,16,0.09,0,0,2,0.01,27199,68755
0700271,13,11,BOYACA,SOCOTA,19,19,100,0,5936,0,0,0,0,3082,51.92,2854,48.07,45,1.46,8,0.25,257,8.48,1992,65.76,667,22.02,49,1.61,14,0.46,11,0.36,2,0.06,2,0.06,07271,15755
0700277,24,18,BOYACA,SOGAMOSO,245,245,100,0,97121,0,0,0,0,66405,68.37,30716,31.62,683,1.02,45,0.06,7257,11.04,26279,40.01,27029,41.15,3229,4.91,720,1.09,139,0.21,29,0.04,33,0.05,07277,15759
4400022,19,9,CAQUETA,SOLANO,27,27,100,0,8484,0,0,0,0,2393,28.2,6091,71.79,26,1.08,10,0.41,214,9.07,775,32.88,1232,52.26,41,1.73,11,0.46,10,0.42,1,0.04,5,0.21,44022,18756
0300052,17,13,ATLANTICO,SOLEDAD,822,822,100,0,319924,0,0,0,0,137563,42.99,182361,57.00,848,0.61,97,0.07,23893,17.48,16229,11.87,89468,65.48,2505,1.83,2111,1.54,246,0.18,65,0.04,87,0.06,03052,8758
4400024,13,9,CAQUETA,SOLITA,16,16,100,0,5946,0,0,0,0,2002,33.66,3944,66.33,34,1.69,5,0.24,230,11.71,1227,62.50,410,20.88,25,1.27,13,0.66,5,0.25,1,0.05,2,0.10,44024,18785
0700280,18,4,BOYACA,SOMONDOCO,8,8,100,0,2778,0,0,0,0,1533,55.18,1245,44.81,13,0.84,2,0.13,168,11.06,945,62.25,321,21.14,55,3.62,9,0.59,4,0.26,2,0.13,0,0,07280,15761
0100262,30,18,ANTIOQUIA,SONSON,84,84,100,0,27241,0,0,0,0,14459,53.07,12782,46.92,225,1.55,52,0.35,7761,54.72,4225,29.79,1249,8.80,555,3.91,35,0.24,47,0.33,16,0.11,16,0.11,01262,5756
0100265,19,13,ANTIOQUIA,SOPETRAN,37,37,100,0,13019,0,0,0,0,6597,50.67,6422,49.32,84,1.27,17,0.25,3237,49.83,1627,25.04,1243,19.13,227,3.49,12,0.18,8,0.12,7,0.10,2,0.03,01265,5761
0500106,13,9,BOLIVAR,SOPLAVIENTO,23,23,100,0,8746,0,0,0,0,4407,50.38,4339,49.61,23,0.52,13,0.29,1017,23.26,241,5.51,2956,67.62,49,1.12,28,0.64,8,0.18,1,0.02,3,0.06,05106,13760
1500250,20,15,CUNDINAMARCA,SOPO,52,52,100,0,19847,0,0,0,0,15005,75.6,4842,24.39,203,1.35,9,0.05,1899,12.83,5439,36.76,6284,42.47,655,4.42,126,0.85,36,0.24,3,0.02,11,0.07,15250,25758
0700281,15,5,BOYACA,SORA,8,8,100,0,2760,0,0,0,0,1823,66.05,937,33.94,12,0.65,3,0.16,82,4.53,1095,60.56,570,31.52,44,2.43,1,0.05,4,0.22,0,0,1,0.05,07281,15762
0700282,15,8,BOYACA,SORACA,16,16,100,0,6096,0,0,0,0,3750,61.51,2346,38.48,25,0.66,10,0.26,187,5.03,2448,65.89,944,25.41,82,2.20,4,0.10,16,0.43,0,0,2,0.05,07282,15764
0700283,23,11,BOYACA,SOTAQUIRA,16,16,100,0,6005,0,0,0,0,4052,67.47,1953,32.52,57,1.40,8,0.19,346,8.67,2640,66.21,780,19.56,133,3.33,33,0.82,8,0.20,1,0.02,3,0.07,07283,15763
